Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP2792,31,2,0,1,31,Onsite,24,5,3,1,Depression,0,Increase,1,1,4,1,1,4
EMP2793,49,1,3,1,34,Onsite,21,0,3,0,Burnout,0,No Change,4,0,5,1,2,0
EMP2794,60,3,5,2,2,Onsite,34,3,2,0,Depression,1,Increase,5,1,2,1,0,5
EMP2795,52,1,6,3,4,Remote,41,10,4,2,Depression,0,No Change,2,0,4,0,1,2
EMP2796,27,0,0,3,35,Hybrid,23,15,5,2,Burnout,1,No Change,2,2,5,1,0,5
EMP2797,55,1,3,3,20,Onsite,47,15,5,0,Depression,0,No Change,3,2,3,1,1,0
EMP2798,33,2,1,4,28,Onsite,45,14,2,1,Burnout,1,Decrease,1,2,1,0,2,5
EMP2799,49,3,4,2,6,Hybrid,44,0,2,2,Depression,0,Decrease,5,2,5,0,2,3
EMP2800,32,2,2,3,9,Onsite,50,5,3,1,Burnout,0,Increase,4,1,2,0,1,0
EMP2801,23,2,2,0,32,Onsite,36,11,2,1,Burnout,0,No Change,1,2,1,0,0,4
EMP2802,35,1,5,3,10,Remote,32,8,1,2,Burnout,1,Increase,1,0,3,1,2,2
EMP2803,53,2,2,3,19,Onsite,38,9,5,2,Depression,0,Decrease,1,2,3,1,1,5
EMP2804,37,1,3,5,27,Remote,24,5,1,1,Burnout,0,Increase,5,1,1,0,1,1
EMP2805,50,2,5,0,23,Hybrid,26,1,4,0,Depression,1,No Change,1,1,1,0,1,0
EMP2806,50,3,5,3,13,Hybrid,48,14,4,0,Burnout,1,No Change,4,2,3,1,2,0
EMP2807,50,1,2,3,18,Remote,56,2,5,1,Anxiety,0,Decrease,5,2,2,1,1,4
EMP2808,54,0,4,0,27,Remote,38,12,3,1,Burnout,1,No Change,3,0,5,1,1,5
EMP2809,47,0,2,2,26,Hybrid,47,6,1,2,Burnout,0,Increase,2,0,3,0,2,0
EMP2810,30,3,5,3,29,Remote,51,13,3,1,Anxiety,1,No Change,2,2,1,1,2,2
EMP2811,22,2,6,5,14,Hybrid,39,15,2,1,Burnout,0,No Change,3,1,1,0,1,2
EMP2812,31,2,0,5,22,Remote,52,6,4,2,Anxiety,0,No Change,3,0,4,1,1,1
EMP2813,33,0,1,6,33,Remote,46,0,2,0,Depression,1,No Change,2,0,1,1,0,3
EMP2814,22,1,3,4,30,Remote,20,10,1,2,Burnout,1,Increase,2,1,1,1,2,4
EMP2815,38,0,4,2,22,Remote,23,13,1,1,Burnout,1,Decrease,1,2,3,1,1,4
EMP2816,38,1,2,0,21,Onsite,39,0,3,0,Burnout,0,Decrease,1,2,4,1,0,4
EMP2817,36,0,2,6,19,Hybrid,29,9,5,2,Burnout,1,Increase,2,0,4,1,2,1
EMP2818,47,1,4,3,7,Hybrid,49,8,2,0,Anxiety,1,Decrease,1,2,5,1,0,0
EMP2819,37,2,0,4,26,Remote,27,7,1,0,Burnout,1,Increase,4,2,5,1,0,0
EMP2820,38,2,4,0,16,Onsite,27,7,4,2,Depression,0,Decrease,2,1,2,0,0,2
EMP2821,39,2,4,3,3,Hybrid,26,8,3,0,Burnout,0,No Change,4,0,1,0,1,4
EMP2822,29,1,4,0,11,Onsite,39,12,1,1,Anxiety,1,Decrease,4,1,2,1,2,4
EMP2823,38,3,0,5,26,Hybrid,55,2,5,0,Depression,1,Increase,1,0,2,1,0,2
EMP2824,40,2,0,3,3,Remote,59,7,5,2,Depression,1,No Change,3,2,2,1,2,1
EMP2825,31,3,1,0,24,Onsite,49,9,4,2,Burnout,1,Decrease,5,2,3,1,0,5
EMP2826,33,2,5,1,11,Onsite,38,8,5,0,Depression,1,Decrease,3,0,4,1,1,0
EMP2827,50,1,5,5,16,Remote,26,0,4,2,Burnout,0,No Change,4,2,4,0,0,5
EMP2828,59,2,5,0,3,Remote,31,2,2,1,Anxiety,1,Decrease,1,0,2,1,1,4
EMP2829,42,0,1,1,21,Remote,26,6,4,2,Burnout,1,Decrease,2,2,1,1,2,1
EMP2830,29,2,5,5,1,Onsite,32,9,2,0,Depression,0,Decrease,1,1,2,1,2,5
EMP2831,26,0,0,0,7,Onsite,33,4,4,2,Burnout,0,No Change,1,0,5,0,2,5
EMP2832,47,1,5,0,34,Hybrid,44,6,1,2,Depression,1,No Change,1,1,5,1,0,1
EMP2833,40,0,0,5,12,Onsite,37,5,4,1,Burnout,1,No Change,4,2,4,1,0,0
EMP2834,57,0,2,1,12,Onsite,20,1,5,0,Burnout,0,Increase,4,2,4,1,1,3
EMP2835,56,3,2,4,9,Remote,34,7,5,2,Depression,1,Decrease,3,2,2,1,0,1
EMP2836,28,3,0,4,19,Remote,35,15,3,2,Burnout,0,Increase,4,0,3,1,2,4
EMP2837,52,0,2,3,33,Onsite,55,2,3,1,Burnout,0,No Change,5,0,4,0,1,5
EMP2838,40,1,4,3,9,Hybrid,22,3,2,1,Burnout,1,No Change,4,2,3,1,1,2
EMP2839,46,1,4,3,26,Remote,41,6,5,2,Burnout,1,Increase,4,0,3,0,0,1
EMP2840,53,2,6,0,6,Hybrid,41,2,5,2,Burnout,1,Decrease,5,1,1,1,0,0
EMP2841,39,1,6,2,13,Onsite,48,13,5,1,Depression,1,Decrease,1,2,3,0,2,5
EMP2842,51,1,6,1,4,Onsite,56,9,5,1,Burnout,1,Decrease,2,2,1,1,1,3
EMP2843,48,0,4,3,33,Onsite,45,0,5,1,Burnout,1,No Change,1,0,2,1,2,1
EMP2844,47,1,5,2,30,Remote,53,2,4,2,Burnout,1,No Change,3,0,1,1,0,3
EMP2845,25,2,2,4,3,Onsite,28,2,2,2,Depression,0,No Change,1,1,5,1,1,5
EMP2846,34,2,4,0,21,Remote,32,6,2,1,Depression,1,Increase,2,1,5,0,1,0
EMP2847,32,0,3,1,24,Onsite,55,14,4,2,Burnout,1,Increase,3,0,5,1,0,4
EMP2848,22,2,5,4,24,Onsite,48,1,2,1,Burnout,0,Increase,5,1,5,1,2,0
EMP2849,47,0,4,2,30,Hybrid,57,10,5,1,Depression,0,Decrease,4,2,1,1,2,5
EMP2850,52,0,1,6,17,Hybrid,37,10,2,0,Burnout,0,No Change,3,2,1,1,0,5
EMP2851,55,1,3,6,30,Remote,56,9,2,2,Anxiety,0,Decrease,3,0,3,1,2,5
EMP2852,60,1,4,3,21,Onsite,23,14,1,0,Burnout,1,No Change,2,1,5,0,1,1
EMP2853,52,0,1,4,29,Onsite,49,2,4,2,Depression,1,No Change,1,0,2,1,1,2
EMP2854,33,3,3,2,29,Remote,25,15,1,0,Depression,1,Increase,1,1,4,1,0,5
EMP2855,30,1,1,6,1,Remote,33,6,2,1,Burnout,0,Decrease,1,2,3,1,0,3
EMP2856,50,2,3,3,1,Hybrid,31,2,3,0,Anxiety,1,Increase,2,1,2,1,1,1
EMP2857,28,1,3,1,12,Onsite,54,3,4,0,Burnout,1,No Change,5,1,3,0,0,2
EMP2858,32,1,0,4,7,Onsite,57,8,4,2,Burnout,0,No Change,5,0,1,1,2,2
EMP2859,31,1,6,2,28,Hybrid,42,1,3,0,Burnout,1,Increase,3,0,5,0,2,1
EMP2860,60,0,6,4,27,Onsite,49,2,5,2,Burnout,1,No Change,1,2,5,1,2,2
EMP2861,23,0,5,5,11,Onsite,33,7,4,1,Burnout,0,Increase,3,2,1,1,0,1
EMP2862,24,3,4,5,11,Remote,47,8,2,1,Burnout,1,Increase,1,1,5,0,1,3
EMP2863,44,1,6,0,34,Hybrid,56,7,5,1,Depression,1,No Change,3,1,1,1,1,1
EMP2864,49,2,5,2,32,Remote,25,3,5,0,Burnout,1,Increase,2,1,3,1,1,4
EMP2865,28,1,4,1,16,Remote,36,3,1,0,Burnout,0,Decrease,5,1,1,0,1,5
EMP2866,22,0,3,0,3,Remote,26,3,3,1,Depression,1,Decrease,4,2,3,0,2,4
EMP2867,48,2,6,5,16,Remote,56,10,1,0,Burnout,1,Increase,1,0,5,1,0,3
EMP2868,56,1,2,4,11,Hybrid,54,15,5,1,Burnout,0,Decrease,3,2,4,1,2,5
EMP2869,54,1,5,0,8,Onsite,46,3,5,1,Burnout,1,Decrease,5,1,4,1,2,4
EMP2870,49,0,0,0,3,Remote,36,10,5,2,Burnout,1,Increase,1,2,2,1,0,3
EMP2871,27,3,3,6,26,Onsite,45,3,2,2,Anxiety,1,No Change,2,1,2,1,1,3
EMP2872,31,1,1,2,6,Remote,36,9,4,1,Burnout,1,Decrease,1,2,1,1,0,5
EMP2873,26,1,0,6,20,Onsite,46,4,5,1,Anxiety,0,No Change,2,0,3,1,1,1
EMP2874,33,2,5,2,17,Hybrid,47,0,1,0,Burnout,0,Increase,4,2,3,1,1,4
EMP2875,30,3,6,6,13,Onsite,41,7,4,0,Depression,1,No Change,1,0,1,0,2,4
EMP2876,39,0,0,1,18,Onsite,38,15,2,0,Burnout,0,Increase,5,1,4,1,0,1
EMP2877,42,0,0,0,17,Onsite,60,2,4,2,Burnout,0,Increase,3,1,2,1,2,5
EMP2878,27,1,4,3,5,Onsite,48,1,4,2,Burnout,1,Increase,2,2,3,0,1,5
EMP2879,24,3,1,1,33,Remote,24,10,1,2,Anxiety,0,Increase,1,1,5,1,2,1
EMP2880,42,2,0,5,14,Onsite,57,6,3,2,Burnout,0,Decrease,5,0,3,1,0,2
EMP2881,46,1,1,4,24,Onsite,30,0,5,2,Anxiety,0,No Change,5,1,2,1,0,5
EMP2882,57,1,0,6,11,Remote,42,14,1,0,Depression,1,No Change,4,0,2,1,2,0
EMP2883,50,0,0,6,23,Onsite,51,11,5,0,Depression,1,Decrease,2,1,1,1,2,1
EMP2884,31,1,1,3,15,Onsite,28,11,4,0,Depression,0,No Change,5,1,4,1,2,5
EMP2885,56,1,6,3,15,Hybrid,60,14,4,1,Depression,1,No Change,2,2,1,0,1,3
EMP2886,31,0,4,2,15,Onsite,35,0,1,2,Anxiety,0,Increase,3,0,2,1,2,5
EMP2887,27,2,6,3,15,Onsite,59,12,2,1,Depression,1,No Change,5,0,5,1,0,0
EMP2888,51,3,4,5,25,Remote,58,1,4,2,Anxiety,0,No Change,1,0,4,1,0,1
EMP2889,50,2,2,6,28,Remote,22,4,5,1,Burnout,0,Decrease,4,0,5,1,2,5
EMP2890,47,0,5,0,10,Remote,45,13,4,0,Anxiety,1,Decrease,4,0,5,0,0,2
EMP2891,28,3,2,0,6,Hybrid,27,5,2,0,Burnout,1,Decrease,2,2,5,1,0,2
EMP2892,25,0,1,0,20,Remote,35,1,3,0,Anxiety,0,Decrease,5,0,4,1,0,3
EMP2893,35,0,6,3,12,Onsite,41,13,5,2,Burnout,1,Increase,3,2,3,0,2,5
EMP2894,26,0,4,0,15,Remote,31,8,3,2,Anxiety,0,No Change,3,2,5,1,2,2
EMP2895,31,0,2,6,6,Hybrid,22,2,1,2,Burnout,0,Increase,3,1,5,1,2,3
EMP2896,56,3,3,2,21,Remote,24,13,3,2,Burnout,0,Decrease,4,1,2,1,1,5
EMP2897,45,2,0,1,9,Hybrid,24,12,4,1,Burnout,0,Increase,5,1,2,1,0,1
EMP2898,41,0,0,2,30,Hybrid,49,13,5,1,Anxiety,1,Decrease,2,0,4,1,1,1
EMP2899,30,1,4,4,25,Remote,52,3,1,1,Burnout,0,Decrease,1,0,2,0,2,3
EMP2900,23,3,4,2,35,Remote,55,15,4,1,Anxiety,0,No Change,5,2,2,1,2,4
EMP2901,34,0,2,0,23,Hybrid,22,9,3,0,Burnout,0,Decrease,2,2,5,1,1,1
EMP2902,25,1,0,6,17,Remote,35,7,3,2,Depression,1,Increase,2,2,1,0,1,3
EMP2903,49,0,5,4,35,Hybrid,52,12,1,2,Depression,1,No Change,2,0,2,1,1,1
EMP2904,33,0,6,2,26,Onsite,45,15,2,0,Burnout,1,Decrease,3,1,5,1,1,2
EMP2905,59,1,0,1,6,Hybrid,30,3,3,1,Burnout,0,Decrease,2,1,3,1,2,5
EMP2906,48,1,2,6,2,Onsite,56,5,4,0,Depression,0,Decrease,5,2,3,1,2,3
EMP2907,54,1,0,6,7,Remote,21,2,1,0,Depression,1,No Change,5,2,1,1,2,0
EMP2908,54,0,4,5,29,Hybrid,56,0,1,0,Anxiety,1,Decrease,3,0,1,1,0,0
EMP2909,27,3,3,4,4,Remote,26,1,4,2,Depression,0,Decrease,4,1,3,0,0,5
EMP2910,51,1,0,2,2,Hybrid,25,9,2,1,Burnout,1,No Change,3,2,5,0,0,1
EMP2911,44,0,4,4,6,Remote,27,15,4,2,Anxiety,0,No Change,2,0,4,1,0,4
EMP2912,28,3,6,6,24,Hybrid,60,11,4,2,Burnout,1,Increase,1,0,4,1,1,4
EMP2913,34,3,4,5,28,Hybrid,21,3,5,1,Burnout,1,No Change,5,1,4,0,1,4
EMP2914,53,2,1,1,26,Onsite,25,10,1,2,Depression,1,No Change,1,1,2,0,2,3
EMP2915,41,3,0,6,30,Hybrid,52,1,3,1,Burnout,1,Increase,5,0,5,1,1,3
EMP2916,54,3,4,2,1,Remote,41,8,3,2,Anxiety,1,No Change,2,0,1,1,0,1
EMP2917,35,3,2,4,17,Remote,21,1,1,0,Burnout,0,No Change,1,0,4,1,2,5
EMP2918,60,3,4,4,10,Remote,56,2,4,1,Depression,0,No Change,4,2,5,1,2,5
EMP2919,54,1,0,3,22,Hybrid,38,6,1,1,Burnout,1,Decrease,1,2,3,1,2,5
EMP2920,29,1,1,0,23,Remote,43,9,1,1,Anxiety,1,No Change,5,1,5,1,1,5
EMP2921,34,1,1,0,7,Hybrid,20,12,1,0,Depression,0,Decrease,4,2,5,1,2,5
EMP2922,52,0,2,6,7,Remote,52,7,4,2,Anxiety,0,Decrease,1,0,3,1,0,1
EMP2923,25,3,6,6,5,Remote,21,4,2,2,Burnout,0,Decrease,5,2,5,1,1,0
EMP2924,58,0,5,6,33,Remote,56,15,4,2,Depression,0,Increase,3,1,3,1,2,0
EMP2925,22,0,6,0,25,Onsite,38,5,3,2,Depression,0,Decrease,1,0,4,1,2,4
EMP2926,48,3,0,1,22,Remote,39,15,3,0,Depression,1,No Change,5,2,1,1,2,4
EMP2927,31,3,3,5,31,Onsite,47,5,2,2,Burnout,1,Decrease,4,0,2,1,0,4
EMP2928,33,1,4,2,3,Remote,53,8,2,1,Burnout,0,No Change,1,2,2,1,0,0
EMP2929,41,2,0,6,26,Onsite,58,7,3,2,Burnout,1,No Change,4,2,4,1,0,1
EMP2930,26,1,1,6,17,Onsite,55,15,5,2,Burnout,0,Decrease,4,1,3,1,1,4
EMP2931,40,0,1,2,12,Remote,54,13,3,0,Burnout,1,No Change,4,1,3,1,1,3
EMP2932,38,2,6,1,11,Onsite,60,13,2,2,Depression,0,Decrease,4,0,5,1,1,1
EMP2933,43,0,0,6,32,Hybrid,34,13,2,2,Burnout,0,No Change,3,0,1,1,2,4
EMP2934,32,3,2,4,28,Remote,50,14,4,1,Burnout,0,No Change,3,0,3,1,0,0
EMP2935,23,0,2,4,27,Onsite,60,15,5,2,Burnout,0,Increase,5,1,1,0,0,3
EMP2936,29,1,4,3,6,Remote,20,11,1,2,Anxiety,0,Decrease,5,1,3,1,0,5
EMP2937,36,2,3,0,9,Hybrid,60,15,3,1,Burnout,0,Increase,1,2,1,0,2,5
EMP2938,31,3,2,4,27,Remote,38,10,3,0,Burnout,0,Decrease,5,1,1,1,1,5
EMP2939,56,3,0,1,29,Onsite,53,5,5,0,Burnout,1,Decrease,4,1,5,1,2,4
EMP2940,24,0,5,4,23,Onsite,58,10,4,2,Anxiety,1,Increase,3,1,2,1,2,5
EMP2941,39,3,4,5,3,Onsite,49,13,5,2,Burnout,1,No Change,5,0,1,0,0,4
EMP2942,49,1,0,0,25,Remote,30,2,5,1,Burnout,1,No Change,5,1,5,1,0,4
EMP2943,29,0,1,3,30,Remote,42,5,4,0,Burnout,0,No Change,1,2,3,0,1,3
EMP2944,58,1,0,1,19,Remote,34,5,2,2,Burnout,0,Increase,5,1,3,1,1,3
EMP2945,54,1,4,4,12,Remote,41,11,3,2,Burnout,1,No Change,2,1,2,0,1,2
EMP2946,25,0,0,6,19,Remote,22,12,4,2,Depression,0,No Change,4,2,2,1,0,4
EMP2947,35,1,5,0,34,Onsite,24,12,2,2,Burnout,0,Decrease,3,0,5,1,0,1
EMP2948,37,2,4,3,15,Hybrid,57,9,2,1,Anxiety,1,Decrease,3,2,3,1,2,0
EMP2949,36,3,1,2,4,Remote,29,15,4,2,Burnout,0,No Change,1,2,1,1,0,3
EMP2950,60,2,3,6,6,Remote,41,11,1,0,Burnout,0,Increase,2,2,2,1,1,3
EMP2951,53,3,1,1,35,Remote,27,13,5,0,Burnout,0,Decrease,3,2,2,0,0,5
EMP2952,37,0,6,2,30,Remote,47,7,4,2,Burnout,1,Increase,2,2,1,1,0,2
EMP2953,58,0,3,6,5,Onsite,41,7,2,0,Burnout,1,Decrease,1,2,5,0,1,5
EMP2954,45,2,4,4,6,Remote,33,11,3,1,Anxiety,1,Increase,1,0,2,1,2,3
EMP2955,37,0,3,4,25,Remote,35,6,5,0,Anxiety,1,Decrease,5,2,4,1,0,4
EMP2956,22,1,3,0,3,Remote,60,11,5,0,Depression,0,Increase,3,2,2,1,1,2
EMP2957,54,1,2,4,27,Onsite,56,6,5,0,Burnout,0,Decrease,1,2,4,1,0,0
EMP2958,48,3,4,4,17,Remote,28,13,4,2,Depression,0,Increase,5,2,3,1,0,0
EMP2959,41,2,0,3,16,Onsite,22,14,4,1,Anxiety,0,No Change,2,0,3,1,2,4
EMP2960,30,2,1,2,8,Hybrid,24,0,2,2,Depression,1,Decrease,5,1,3,0,1,3
EMP2961,37,0,2,0,2,Hybrid,22,14,4,1,Depression,0,No Change,2,1,4,1,2,0
EMP2962,45,1,4,1,29,Remote,37,12,5,2,Depression,0,No Change,5,0,2,1,0,2
EMP2963,58,3,3,1,10,Hybrid,32,4,5,2,Burnout,0,No Change,3,1,2,1,2,0
EMP2964,29,3,6,4,14,Onsite,51,14,2,0,Anxiety,1,No Change,5,1,3,1,1,0
EMP2965,35,1,6,5,20,Remote,60,14,5,0,Anxiety,0,No Change,4,0,2,1,1,5
EMP2966,22,3,6,1,15,Onsite,27,4,1,0,Depression,0,Decrease,4,1,1,1,1,0
EMP2967,44,3,6,6,18,Hybrid,44,3,2,2,Anxiety,0,Decrease,1,2,4,1,1,5
EMP2968,31,1,1,3,22,Hybrid,48,3,3,2,Burnout,1,Decrease,3,2,5,0,2,5
EMP2969,42,1,4,4,35,Remote,58,14,2,2,Depression,0,No Change,5,0,2,1,2,3
EMP2970,30,2,0,2,5,Hybrid,27,4,1,0,Depression,0,Decrease,1,0,1,1,2,0
EMP2971,28,2,4,6,3,Remote,22,0,1,2,Burnout,0,No Change,3,2,3,0,0,3
EMP2972,55,1,4,3,28,Onsite,50,13,1,2,Depression,1,No Change,1,1,3,0,1,5
EMP2973,42,1,2,5,1,Onsite,39,2,4,0,Anxiety,1,Increase,5,0,1,1,2,0
EMP2974,46,3,4,2,29,Remote,20,12,3,2,Burnout,1,Increase,4,0,4,0,1,1
EMP2975,27,1,6,4,22,Remote,36,1,1,1,Anxiety,1,Decrease,3,2,4,1,2,0
EMP2976,58,1,5,4,22,Hybrid,60,15,1,0,Depression,1,Decrease,2,2,2,1,0,4
EMP2977,35,2,3,3,25,Onsite,55,11,4,0,Burnout,0,Increase,5,1,2,1,0,2
EMP2978,43,2,3,1,2,Onsite,41,12,2,2,Burnout,1,Decrease,5,2,3,0,0,3
EMP2979,23,1,0,5,21,Onsite,38,10,5,2,Burnout,0,No Change,1,1,5,1,0,4
EMP2980,22,0,0,0,23,Onsite,56,4,3,1,Burnout,1,No Change,1,2,4,1,2,4
EMP2981,30,0,6,0,35,Hybrid,54,8,1,1,Burnout,0,No Change,3,2,5,1,2,1
EMP2982,47,0,6,5,29,Hybrid,23,2,1,0,Anxiety,1,Increase,2,0,1,1,0,4
EMP2983,54,1,6,1,5,Remote,46,11,1,0,Depression,0,Increase,2,1,5,1,2,5
EMP2984,47,0,4,3,13,Hybrid,46,15,1,0,Depression,1,Decrease,3,0,3,1,0,5
EMP2985,52,1,1,1,16,Remote,59,8,1,2,Anxiety,1,No Change,5,1,3,1,1,5
EMP2986,32,3,2,4,35,Hybrid,42,4,5,2,Anxiety,1,No Change,4,1,1,0,2,0
EMP2987,33,0,0,1,18,Remote,55,0,5,0,Burnout,1,Increase,2,2,4,1,1,0
EMP2988,35,2,5,3,6,Onsite,37,13,5,0,Anxiety,0,No Change,2,0,4,0,1,0
EMP2989,60,3,2,0,24,Onsite,31,15,2,2,Anxiety,0,Increase,3,1,2,1,0,5
EMP2990,46,2,4,3,18,Onsite,38,1,1,2,Burnout,0,Decrease,1,1,3,0,1,0
EMP2991,57,3,3,3,13,Onsite,46,3,3,1,Burnout,0,Decrease,1,1,5,0,1,1
EMP2992,40,3,5,2,31,Onsite,46,7,2,2,Anxiety,0,Increase,1,1,1,0,0,5
EMP2993,36,0,6,4,29,Remote,43,13,3,0,Anxiety,1,No Change,2,1,3,1,1,1
EMP2994,56,2,5,2,31,Remote,38,15,4,0,Burnout,1,Decrease,1,1,2,0,1,5
EMP2995,33,0,0,2,1,Onsite,47,12,2,1,Depression,0,No Change,1,0,2,1,2,4
EMP2996,51,1,3,1,22,Hybrid,27,4,5,0,Depression,0,Decrease,5,1,2,1,1,5
EMP2997,40,2,0,5,15,Hybrid,49,1,1,2,Depression,0,Increase,5,0,1,0,1,0
EMP2998,28,1,1,2,10,Remote,33,11,4,0,Burnout,1,No Change,4,0,3,0,1,3
EMP2999,26,1,1,0,25,Onsite,42,12,4,0,Burnout,0,No Change,5,1,1,1,1,4
EMP3000,39,3,0,6,20,Hybrid,59,10,2,2,Anxiety,1,No Change,4,1,5,0,2,2
EMP3001,23,1,1,2,26,Hybrid,28,15,1,0,Burnout,1,No Change,5,0,3,0,1,3
EMP3002,30,2,2,3,11,Hybrid,49,8,2,2,Depression,0,Increase,3,0,5,1,2,2
EMP3003,41,2,1,2,18,Onsite,28,3,5,1,Burnout,0,Increase,1,0,2,0,0,4
EMP3004,47,2,2,5,15,Onsite,56,13,2,1,Anxiety,1,Increase,2,0,4,1,2,0
EMP3005,44,1,0,6,25,Onsite,35,10,2,2,Burnout,0,Decrease,1,1,2,0,1,3
EMP3006,48,0,1,0,18,Onsite,42,6,1,1,Depression,0,Increase,4,0,4,0,1,5
EMP3007,35,3,2,1,12,Hybrid,34,8,2,2,Burnout,1,Decrease,5,0,5,0,0,2
EMP3008,37,1,5,2,33,Hybrid,22,9,5,0,Depression,0,No Change,5,1,5,0,0,4
EMP3009,37,3,2,5,16,Onsite,38,11,4,2,Burnout,1,Decrease,1,1,2,0,0,5
EMP3010,49,0,1,5,31,Remote,47,10,1,2,Burnout,1,Decrease,5,1,3,1,0,5
EMP3011,52,0,0,2,31,Remote,42,9,5,0,Burnout,1,No Change,3,2,5,0,0,2
EMP3012,22,1,2,3,28,Remote,39,15,4,1,Burnout,0,Increase,4,2,2,1,1,1
EMP3013,34,2,2,3,13,Hybrid,41,3,1,0,Anxiety,0,Increase,4,0,2,1,0,2
EMP3014,44,1,5,5,17,Remote,29,6,1,1,Burnout,0,No Change,3,2,1,0,2,2
EMP3015,26,0,3,3,9,Onsite,51,4,3,2,Burnout,1,Increase,5,1,5,1,1,5
EMP3016,39,0,0,6,21,Onsite,53,14,4,2,Burnout,0,Increase,4,2,5,0,2,0
EMP3017,50,2,3,1,5,Hybrid,27,12,1,1,Depression,0,Increase,5,0,2,1,1,4
EMP3018,53,0,2,1,4,Onsite,46,4,2,1,Anxiety,0,Increase,5,0,5,1,0,3
EMP3019,40,2,1,2,28,Onsite,48,15,1,2,Anxiety,0,Decrease,3,0,2,1,1,3
EMP3020,52,0,2,1,5,Onsite,36,6,2,1,Burnout,1,Decrease,1,1,5,1,0,2
EMP3021,24,1,0,0,1,Remote,21,10,3,2,Depression,0,No Change,1,1,1,1,0,1
EMP3022,50,0,5,5,31,Hybrid,59,2,3,2,Burnout,0,Increase,1,2,2,0,2,0
EMP3023,33,0,4,2,26,Hybrid,25,11,3,2,Burnout,0,No Change,2,2,5,0,2,2
EMP3024,32,2,1,1,28,Hybrid,23,9,5,2,Anxiety,1,Decrease,2,2,1,1,2,4
EMP3025,40,3,5,1,16,Hybrid,59,5,3,1,Burnout,0,No Change,3,2,4,1,0,0
EMP3026,39,2,4,6,6,Onsite,49,15,1,1,Anxiety,0,No Change,2,2,5,0,2,1
EMP3027,59,3,4,3,9,Onsite,37,6,4,0,Anxiety,1,No Change,2,0,3,1,2,2
EMP3028,53,2,1,5,33,Hybrid,54,2,1,1,Anxiety,1,Increase,5,0,5,0,0,0
EMP3029,34,2,0,2,5,Remote,27,14,1,0,Burnout,0,Decrease,5,1,3,0,2,4
EMP3030,58,1,0,1,21,Hybrid,51,7,5,0,Burnout,1,Decrease,4,1,1,1,2,4
EMP3031,40,3,3,5,18,Remote,46,4,4,1,Burnout,1,Decrease,2,2,3,0,1,3
EMP3032,49,1,3,6,13,Hybrid,31,2,1,2,Anxiety,1,No Change,5,1,5,1,1,4
EMP3033,42,3,0,0,20,Remote,22,4,5,1,Depression,0,No Change,4,0,2,1,2,3
EMP3034,22,1,6,0,2,Onsite,31,0,1,2,Anxiety,1,No Change,1,1,3,0,0,3
EMP3035,51,1,3,6,33,Onsite,49,0,3,1,Burnout,1,Decrease,5,0,2,1,2,0
EMP3036,34,0,2,5,35,Remote,52,4,3,2,Anxiety,0,Increase,2,2,5,1,2,4
EMP3037,56,3,0,4,17,Remote,30,9,3,1,Depression,0,No Change,3,1,5,0,2,2
EMP3038,59,3,1,4,32,Hybrid,54,1,3,2,Depression,1,No Change,5,0,4,1,0,1
EMP3039,49,1,1,1,4,Onsite,49,1,4,2,Anxiety,1,No Change,5,2,2,0,0,5
EMP3040,33,2,4,5,32,Remote,47,12,2,2,Burnout,0,Decrease,4,0,1,0,0,4
EMP3041,52,0,3,4,22,Remote,22,5,1,0,Burnout,1,Decrease,1,2,4,0,2,1
EMP3042,52,3,6,5,30,Hybrid,39,2,4,2,Depression,1,No Change,5,1,4,1,2,2
EMP3043,24,2,0,5,4,Onsite,35,8,1,1,Depression,0,No Change,3,0,5,1,2,5
EMP3044,27,2,6,5,29,Onsite,24,0,1,0,Burnout,1,Increase,5,0,2,0,1,2
EMP3045,25,0,3,3,19,Onsite,53,14,1,0,Burnout,0,Decrease,5,2,5,0,0,3
EMP3046,53,0,6,2,30,Onsite,48,3,5,1,Burnout,0,No Change,2,1,3,0,0,0
EMP3047,39,3,3,6,12,Onsite,40,9,1,0,Burnout,1,No Change,5,2,4,0,1,1
EMP3048,50,1,5,4,20,Onsite,58,14,1,0,Anxiety,1,Increase,5,2,3,1,2,5
EMP3049,56,2,3,1,18,Hybrid,36,6,1,1,Anxiety,0,No Change,1,0,2,1,2,0
EMP3050,33,0,3,6,15,Onsite,28,15,1,2,Anxiety,1,Decrease,4,0,2,1,2,5
EMP3051,35,2,5,0,10,Hybrid,59,2,1,0,Burnout,0,Decrease,2,2,1,1,0,4
EMP3052,49,2,3,3,24,Remote,34,13,1,0,Burnout,1,No Change,1,0,5,1,1,3
EMP3053,23,1,6,6,15,Onsite,30,1,2,2,Depression,1,No Change,1,1,2,1,1,4
EMP3054,48,3,1,6,35,Onsite,43,11,1,2,Burnout,1,No Change,1,0,4,0,0,2
EMP3055,31,0,3,5,26,Hybrid,26,3,2,2,Burnout,0,Decrease,5,0,5,1,2,2
